,Date,year,month,day,Site,Compound,Source,Location,Result,Units,MCL,Timing
74764,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"2,6-Dinitrotoluene",Surface Water,Upper Valley ,0,ug/L,,During
74765,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Dichlorovos,Surface Water,Upper Valley ,0,ug/L,,During
74766,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Endrin,Surface Water,Upper Valley ,0,ug/L,2,During
74767,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Methoxychlor,Surface Water,Upper Valley ,0,ug/L,40,During
74768,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"4,4'-DDD",Surface Water,Upper Valley ,0,ug/L,,During
74769,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"4,4'-DDE",Surface Water,Upper Valley ,0,ug/L,,During
74770,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Prometryn,Surface Water,Upper Valley ,0,ug/L,,During
74771,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Endrin aldehyde,Surface Water,Upper Valley ,0,ug/L,,During
74772,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Dalapon,Surface Water,Upper Valley ,0,ug/L,200,During
74773,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,EPTC,Surface Water,Upper Valley ,0,ug/L,,During
74774,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Heptachlor,Surface Water,Upper Valley ,0,ug/L,0.4,During
74775,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Hexachlorocyclopentadiene,Surface Water,Upper Valley ,0,ug/L,50,During
74776,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Mevinphos,Surface Water,Upper Valley ,0,ug/L,,During
74777,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Isophorone,Surface Water,Upper Valley ,0,ug/L,,During
74778,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Ametryn,Surface Water,Upper Valley ,0,ug/L,,During
74779,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Diethylphthalate,Surface Water,Upper Valley ,0,ug/L,,During
74780,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Di-n-butylphthalate,Surface Water,Upper Valley ,0,ug/L,,During
74781,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Phenanthrene,Surface Water,Upper Valley ,0,ug/L,,During
74782,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Butylbenzylphthalate,Surface Water,Upper Valley ,0,ug/L,,During
74783,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Fluorene,Surface Water,Upper Valley ,0,ug/L,,During
74784,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Pentachlorophenol,Surface Water,Upper Valley ,0,ug/L,1,During
74785,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Pentachlorophenol,Surface Water,Upper Valley ,0,ug/L,1,During
74786,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Dinoseb,Surface Water,Upper Valley ,0,ug/L,7,During
74787,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Terbutryn,Surface Water,Upper Valley ,0,ug/L,,During
74788,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"2,4,5-TP (Silvex)",Surface Water,Upper Valley ,0,ug/L,50,During
74789,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"2,4,5-T",Surface Water,Upper Valley ,0,ug/L,,During
74790,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"2,4-D",Surface Water,Upper Valley ,0,ug/L,70,During
74791,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"2,4-DB",Surface Water,Upper Valley ,0,ug/L,,During
74792,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Methyl Paraoxon,Surface Water,Upper Valley ,0,ug/L,,During
74793,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Diphenamid,Surface Water,Upper Valley ,0,ug/L,,During
74794,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Endosulfan I,Surface Water,Upper Valley ,0,ug/L,,During
74795,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Tetrachlorvinphos,Surface Water,Upper Valley ,0,ug/L,,During
74796,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Alachlor,Surface Water,Upper Valley ,0,ug/L,2,During
74797,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,MGK-264-Total,Surface Water,Upper Valley ,0,ug/L,,During
74798,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Chlorpropham,Surface Water,Upper Valley ,0,ug/L,,During
74799,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Simetryn,Surface Water,Upper Valley ,0,ug/L,,During
74800,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Heptachlor epoxi,Surface Water,Upper Valley ,0,ug/L,,During
74801,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Di(2-ethylhexyl)adipate,Surface Water,Upper Valley ,0,ug/L,40,During
74802,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Endosulfan Sulfate,Surface Water,Upper Valley ,0,ug/L,,During
74803,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Pebulate,Surface Water,Upper Valley ,0,ug/L,,During
74804,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Cycloate,Surface Water,Upper Valley ,0,ug/L,,During
74805,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,bis(2-ethylhexyl)phthalate,Surface Water,Upper Valley ,0,ug/L,,During
74806,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Hexachlorobenzene,Surface Water,Upper Valley ,0,ug/L,1,During
74807,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Anthracene,Surface Water,Upper Valley ,0,ug/L,,During
74808,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Dichloroprop,Surface Water,Upper Valley ,0,ug/L,,During
74809,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"2,4-Dinitrotoluene",Surface Water,Upper Valley ,0,ug/L,,During
74810,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Malathion,Surface Water,Upper Valley ,0,ug/L,,During
74811,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Simazine (Princep),Surface Water,Upper Valley ,0,ug/L,4,During
74812,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,g-Chlordane,Surface Water,Upper Valley ,0,ug/L,,During
74813,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Pyrene,Surface Water,Upper Valley ,0,ug/L,,During
74814,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Dimethyl-phthalate,Surface Water,Upper Valley ,0,ug/L,,During
74815,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Ethoprop,Surface Water,Upper Valley ,0,ug/L,,During
74816,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Chloramben,Surface Water,Upper Valley ,0,ug/L,,During
74817,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Propazine,Surface Water,Upper Valley ,0,ug/L,,During
74818,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Napropamide(Devrinol),Surface Water,Upper Valley ,0,ug/L,,During
74819,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Trifluralin (Treflan),Surface Water,Upper Valley ,0,ug/L,,During
74820,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"2,4,5-Trichlorobiphenyl",Surface Water,Upper Valley ,0,ug/L,,During
74821,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Atraton,Surface Water,Upper Valley ,0,ug/L,,During
74822,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Prometon,Surface Water,Upper Valley ,0,ug/L,,During
74823,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"2,3-Dichlorobiphenyl",Surface Water,Upper Valley ,0,ug/L,,During
74824,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,DCPA,Surface Water,Upper Valley ,0,ug/L,,During
74825,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,DCPA,Surface Water,Upper Valley ,0,ug/L,,During
74826,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Chlorothalonil,Surface Water,Upper Valley ,0,ug/L,,During
74827,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Atrazine,Surface Water,Upper Valley ,0,ug/L,3,During
74828,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Dicamba,Surface Water,Upper Valley ,0,ug/L,,During
74829,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Picloram,Surface Water,Upper Valley ,0,ug/L,500,During
74830,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Propachlor,Surface Water,Upper Valley ,0,ug/L,,During
74831,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Vernolate,Surface Water,Upper Valley ,0,ug/L,,During
74832,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Butylate,Surface Water,Upper Valley ,0,ug/L,,During
74833,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Benzo(b)fluoranthene,Surface Water,Upper Valley ,0,ug/L,,During
74834,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,2-Chlorobiphenyl,Surface Water,Upper Valley ,0,ug/L,,During
74835,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Benzo(k)fluoranthene,Surface Water,Upper Valley ,0,ug/L,,During
74836,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Acenaphthylene,Surface Water,Upper Valley ,0,ug/L,,During
74837,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Metribuzin,Surface Water,Upper Valley ,0,ug/L,,During
74838,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Cyanazine,Surface Water,Upper Valley ,0,ug/L,,During
74839,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Chrysene,Surface Water,Upper Valley ,0,ug/L,,During
74840,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Molinate,Surface Water,Upper Valley ,0,ug/L,,During
74841,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Butachlor,Surface Water,Upper Valley ,0,ug/L,,During
74842,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Pronamide,Surface Water,Upper Valley ,0,ug/L,,During
74843,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"2,2'4,4'-Tetrachlorobiphenyl",Surface Water,Upper Valley ,0,ug/L,,During
74844,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Bentazon,Surface Water,Upper Valley ,0,ug/L,,During
74845,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Etridiazole,Surface Water,Upper Valley ,0,ug/L,,During
74846,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Chloroneb,Surface Water,Upper Valley ,0,ug/L,,During
74847,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Norflurazon,Surface Water,Upper Valley ,0,ug/L,,During
74848,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Chloropyrifos (Dursban),Surface Water,Upper Valley ,0,ug/L,,During
74849,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Aldrin,Surface Water,Upper Valley ,0,ug/L,,During
74850,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Bromacil,Surface Water,Upper Valley ,0,ug/L,,During
74851,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,alpha-BHC,Surface Water,Upper Valley ,0,ug/L,,During
74852,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,beta-BHC,Surface Water,Upper Valley ,0,ug/L,,During
74853,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,delta-BHC,Surface Water,Upper Valley ,0,ug/L,,During
74854,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Endosulfan II,Surface Water,Upper Valley ,0,ug/L,,During
74855,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Diazinon,Surface Water,Upper Valley ,0,ug/L,,During
74856,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Tebuthiuron,Surface Water,Upper Valley ,0,ug/L,,During
74857,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,trans-Nonachlor-chlordane,Surface Water,Upper Valley ,0,ug/L,,During
74858,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"2,2',3,3'4,5',6,6'-Octachlorob",Surface Water,Upper Valley ,0,ug/L,,During
74859,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Tricyclazole (Beam),Surface Water,Upper Valley ,0,ug/L,,During
74860,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,Triadimefon,Surface Water,Upper Valley ,0,ug/L,,During
74861,6/2/2021,2021,6,2,BMLCC-Poitevin Recharge Well,"4,4'-DDT",Surface Water,Upper Valley ,0,ug/L,,During
74862,8/4/2021,2021,8,4,FMID-Egin Basin,Total Coliform,Ground Water,Upper Valley ,0,MPN/100mL,,Pre
74863,8/4/2021,2021,8,4,FMID-Egin Basin,E. coli,Ground Water,Upper Valley ,0,MPN/100mL,,Pre
74864,8/4/2021,2021,8,4,FMID-Egin Basin,"4,4'-DDT",Ground Water,Upper Valley ,0,ug/L,,Pre
74865,8/4/2021,2021,8,4,FMID-Egin Basin,Benzo(a)pyrene,Ground Water,Upper Valley ,0,ug/L,0.2,Pre
74866,8/4/2021,2021,8,4,FMID-Egin Basin,Acifluorfen,Ground Water,Upper Valley ,0,ug/L,,Pre
74867,8/4/2021,2021,8,4,FMID-Egin Basin,"3,5-Dichlorobenzoic acid",Ground Water,Upper Valley ,0,ug/L,,Pre
74868,8/4/2021,2021,8,4,FMID-Egin Basin,Chlorobenzilate,Ground Water,Upper Valley ,0,ug/L,,Pre
74869,8/4/2021,2021,8,4,FMID-Egin Basin,alpha-Chlordane,Ground Water,Upper Valley ,0,ug/L,,Pre
74870,8/4/2021,2021,8,4,FMID-Egin Basin,gamma-Chlordane,Ground Water,Upper Valley ,0,ug/L,,Pre
74871,8/4/2021,2021,8,4,FMID-Egin Basin,Metolachlor,Ground Water,Upper Valley ,0,ug/L,,Pre
74872,8/4/2021,2021,8,4,FMID-Egin Basin,Hexazinone (Velpar),Ground Water,Upper Valley ,0,ug/L,,Pre
74873,8/4/2021,2021,8,4,FMID-Egin Basin,Permethrin,Ground Water,Upper Valley ,0,ug/L,,Pre
74874,8/4/2021,2021,8,4,FMID-Egin Basin,"2,2',3,3'4,4',6-Heptachlorobip",Ground Water,Upper Valley ,0,ug/L,,Pre
74875,8/4/2021,2021,8,4,FMID-Egin Basin,"Dibenz(a,h)anthracene",Ground Water,Upper Valley ,0,ug/L,,Pre
74876,8/4/2021,2021,8,4,FMID-Egin Basin,Benzo(a)anthracene,Ground Water,Upper Valley ,0,ug/L,,Pre
74877,8/4/2021,2021,8,4,FMID-Egin Basin,gamma-BHC (Linda,Ground Water,Upper Valley ,0,ug/L,,Pre
74878,8/4/2021,2021,8,4,FMID-Egin Basin,Terbacil,Ground Water,Upper Valley ,0,ug/L,,Pre
74879,8/4/2021,2021,8,4,FMID-Egin Basin,Fluridone,Ground Water,Upper Valley ,0,ug/L,,Pre
74880,8/4/2021,2021,8,4,FMID-Egin Basin,Dieldrin,Ground Water,Upper Valley ,0,ug/L,,Pre
74881,8/4/2021,2021,8,4,FMID-Egin Basin,"2,2'4,4'5,6'Hexachlorobiphenyl",Ground Water,Upper Valley ,0,ug/L,,Pre
74882,8/4/2021,2021,8,4,FMID-Egin Basin,Fenarimaol,Ground Water,Upper Valley ,0,ug/L,,Pre
74883,8/4/2021,2021,8,4,FMID-Egin Basin,"2,2',3'4,6-Pentachlorobiphenyl",Ground Water,Upper Valley ,0,ug/L,,Pre
74884,8/4/2021,2021,8,4,FMID-Egin Basin,"2,6-Dinitrotoluene",Ground Water,Upper Valley ,0,ug/L,,Pre
74885,8/4/2021,2021,8,4,FMID-Egin Basin,Dichlorovos,Ground Water,Upper Valley ,0,ug/L,,Pre
74886,8/4/2021,2021,8,4,FMID-Egin Basin,Endrin,Ground Water,Upper Valley ,0,ug/L,2,Pre
74887,8/4/2021,2021,8,4,FMID-Egin Basin,Methoxychlor,Ground Water,Upper Valley ,0,ug/L,40,Pre
74888,8/4/2021,2021,8,4,FMID-Egin Basin,"4,4'-DDD",Ground Water,Upper Valley ,0,ug/L,,Pre
74889,8/4/2021,2021,8,4,FMID-Egin Basin,"4,4'-DDE",Ground Water,Upper Valley ,0,ug/L,,Pre
74890,8/4/2021,2021,8,4,FMID-Egin Basin,Prometryn,Ground Water,Upper Valley ,0,ug/L,,Pre
74891,8/4/2021,2021,8,4,FMID-Egin Basin,Endrin aldehyde,Ground Water,Upper Valley ,0,ug/L,,Pre
74892,8/4/2021,2021,8,4,FMID-Egin Basin,Dalapon,Ground Water,Upper Valley ,0,ug/L,200,Pre
74893,8/4/2021,2021,8,4,FMID-Egin Basin,EPTC,Ground Water,Upper Valley ,0,ug/L,,Pre
74894,8/4/2021,2021,8,4,FMID-Egin Basin,Heptachlor,Ground Water,Upper Valley ,0,ug/L,0.4,Pre
74895,8/4/2021,2021,8,4,FMID-Egin Basin,Hexachlorocyclopentadiene,Ground Water,Upper Valley ,0,ug/L,50,Pre
74896,8/4/2021,2021,8,4,FMID-Egin Basin,Mevinphos,Ground Water,Upper Valley ,0,ug/L,,Pre
74897,8/4/2021,2021,8,4,FMID-Egin Basin,Isophorone,Ground Water,Upper Valley ,0,ug/L,,Pre
74898,8/4/2021,2021,8,4,FMID-Egin Basin,Ametryn,Ground Water,Upper Valley ,0,ug/L,,Pre
74899,8/4/2021,2021,8,4,FMID-Egin Basin,Diethylphthalate,Ground Water,Upper Valley ,0,ug/L,,Pre
74900,8/4/2021,2021,8,4,FMID-Egin Basin,Di-n-butylphthalate,Ground Water,Upper Valley ,0,ug/L,,Pre
74901,8/4/2021,2021,8,4,FMID-Egin Basin,Phenanthrene,Ground Water,Upper Valley ,0,ug/L,,Pre
74902,8/4/2021,2021,8,4,FMID-Egin Basin,Butylbenzylphthalate,Ground Water,Upper Valley ,0,ug/L,,Pre
74903,8/4/2021,2021,8,4,FMID-Egin Basin,Fluorene,Ground Water,Upper Valley ,0,ug/L,,Pre
74904,8/4/2021,2021,8,4,FMID-Egin Basin,Pentachlorophenol,Ground Water,Upper Valley ,0,ug/L,1,Pre
74905,8/4/2021,2021,8,4,FMID-Egin Basin,Pentachlorophenol,Ground Water,Upper Valley ,0,ug/L,1,Pre
74906,8/4/2021,2021,8,4,FMID-Egin Basin,Dinoseb,Ground Water,Upper Valley ,0,ug/L,7,Pre
74907,8/4/2021,2021,8,4,FMID-Egin Basin,Terbutryn,Ground Water,Upper Valley ,0,ug/L,,Pre
74908,8/4/2021,2021,8,4,FMID-Egin Basin,"2,4,5-TP (Silvex)",Ground Water,Upper Valley ,0,ug/L,50,Pre
74909,8/4/2021,2021,8,4,FMID-Egin Basin,"2,4,5-T",Ground Water,Upper Valley ,0,ug/L,,Pre
74910,8/4/2021,2021,8,4,FMID-Egin Basin,"2,4-D",Ground Water,Upper Valley ,0,ug/L,70,Pre
74911,8/4/2021,2021,8,4,FMID-Egin Basin,"2,4-DB",Ground Water,Upper Valley ,0,ug/L,,Pre
74912,8/4/2021,2021,8,4,FMID-Egin Basin,Methyl Paraoxon,Ground Water,Upper Valley ,0,ug/L,,Pre
74913,8/4/2021,2021,8,4,FMID-Egin Basin,Diphenamid,Ground Water,Upper Valley ,0,ug/L,,Pre
74914,8/4/2021,2021,8,4,FMID-Egin Basin,Endosulfan I,Ground Water,Upper Valley ,0,ug/L,,Pre
74915,8/4/2021,2021,8,4,FMID-Egin Basin,Tetrachlorvinphos,Ground Water,Upper Valley ,0,ug/L,,Pre
74916,8/4/2021,2021,8,4,FMID-Egin Basin,Alachlor,Ground Water,Upper Valley ,0,ug/L,2,Pre
74917,8/4/2021,2021,8,4,FMID-Egin Basin,MGK-264-Total,Ground Water,Upper Valley ,0,ug/L,,Pre
74918,8/4/2021,2021,8,4,FMID-Egin Basin,Chlorpropham,Ground Water,Upper Valley ,0,ug/L,,Pre
74919,8/4/2021,2021,8,4,FMID-Egin Basin,Simetryn,Ground Water,Upper Valley ,0,ug/L,,Pre
74920,8/4/2021,2021,8,4,FMID-Egin Basin,Heptachlor epoxi,Ground Water,Upper Valley ,0,ug/L,,Pre
74921,8/4/2021,2021,8,4,FMID-Egin Basin,Di(2-ethylhexyl)adipate,Ground Water,Upper Valley ,0,ug/L,40,Pre
74922,8/4/2021,2021,8,4,FMID-Egin Basin,Endosulfan Sulfate,Ground Water,Upper Valley ,0,ug/L,,Pre
74923,8/4/2021,2021,8,4,FMID-Egin Basin,Pebulate,Ground Water,Upper Valley ,0,ug/L,,Pre
74924,8/4/2021,2021,8,4,FMID-Egin Basin,Cycloate,Ground Water,Upper Valley ,0,ug/L,,Pre
74925,8/4/2021,2021,8,4,FMID-Egin Basin,bis(2-ethylhexyl)phthalate,Ground Water,Upper Valley ,0,ug/L,,Pre
74926,8/4/2021,2021,8,4,FMID-Egin Basin,Hexachlorobenzene,Ground Water,Upper Valley ,0,ug/L,1,Pre
74927,8/4/2021,2021,8,4,FMID-Egin Basin,Anthracene,Ground Water,Upper Valley ,0,ug/L,,Pre
74928,8/4/2021,2021,8,4,FMID-Egin Basin,Dichloroprop,Ground Water,Upper Valley ,0,ug/L,,Pre
74929,8/4/2021,2021,8,4,FMID-Egin Basin,"2,4-Dinitrotoluene",Ground Water,Upper Valley ,0,ug/L,,Pre
74930,8/4/2021,2021,8,4,FMID-Egin Basin,Malathion,Ground Water,Upper Valley ,0,ug/L,,Pre
74931,8/4/2021,2021,8,4,FMID-Egin Basin,Simazine (Princep),Ground Water,Upper Valley ,0,ug/L,4,Pre
74932,8/4/2021,2021,8,4,FMID-Egin Basin,Pyrene,Ground Water,Upper Valley ,0,ug/L,,Pre
74933,8/4/2021,2021,8,4,FMID-Egin Basin,Dimethyl-phthalate,Ground Water,Upper Valley ,0,ug/L,,Pre
74934,8/4/2021,2021,8,4,FMID-Egin Basin,Ethoprop,Ground Water,Upper Valley ,0,ug/L,,Pre
74935,8/4/2021,2021,8,4,FMID-Egin Basin,Chloramben,Ground Water,Upper Valley ,0,ug/L,,Pre
74936,8/4/2021,2021,8,4,FMID-Egin Basin,Propazine,Ground Water,Upper Valley ,0,ug/L,,Pre
74937,8/4/2021,2021,8,4,FMID-Egin Basin,Napropamide(Devrinol),Ground Water,Upper Valley ,0,ug/L,,Pre
74938,8/4/2021,2021,8,4,FMID-Egin Basin,Trifluralin (Treflan),Ground Water,Upper Valley ,0,ug/L,,Pre
74939,8/4/2021,2021,8,4,FMID-Egin Basin,"2,4,5-Trichlorobiphenyl",Ground Water,Upper Valley ,0,ug/L,,Pre
74940,8/4/2021,2021,8,4,FMID-Egin Basin,Atraton,Ground Water,Upper Valley ,0,ug/L,,Pre
74941,8/4/2021,2021,8,4,FMID-Egin Basin,Prometon,Ground Water,Upper Valley ,0,ug/L,,Pre
74942,8/4/2021,2021,8,4,FMID-Egin Basin,"2,3-Dichlorobiphenyl",Ground Water,Upper Valley ,0,ug/L,,Pre
74943,8/4/2021,2021,8,4,FMID-Egin Basin,DCPA,Ground Water,Upper Valley ,0,ug/L,,Pre
74944,8/4/2021,2021,8,4,FMID-Egin Basin,DCPA,Ground Water,Upper Valley ,0,ug/L,,Pre
74945,8/4/2021,2021,8,4,FMID-Egin Basin,Chlorothalonil,Ground Water,Upper Valley ,0,ug/L,,Pre
74946,8/4/2021,2021,8,4,FMID-Egin Basin,"Benzo(g,h,i)perylene",Ground Water,Upper Valley ,0,ug/L,,Pre
74947,8/4/2021,2021,8,4,FMID-Egin Basin,Atrazine,Ground Water,Upper Valley ,0,ug/L,3,Pre
74948,8/4/2021,2021,8,4,FMID-Egin Basin,Dicamba,Ground Water,Upper Valley ,0,ug/L,,Pre
74949,8/4/2021,2021,8,4,FMID-Egin Basin,Picloram,Ground Water,Upper Valley ,0,ug/L,500,Pre
74950,8/4/2021,2021,8,4,FMID-Egin Basin,Propachlor,Ground Water,Upper Valley ,0,ug/L,,Pre
74951,8/4/2021,2021,8,4,FMID-Egin Basin,Vernolate,Ground Water,Upper Valley ,0,ug/L,,Pre
74952,8/4/2021,2021,8,4,FMID-Egin Basin,"Indeno(1,2,3-cd)pyrene",Ground Water,Upper Valley ,0,ug/L,,Pre
74953,8/4/2021,2021,8,4,FMID-Egin Basin,Butylate,Ground Water,Upper Valley ,0,ug/L,,Pre
74954,8/4/2021,2021,8,4,FMID-Egin Basin,Benzo(b)fluoranthene,Ground Water,Upper Valley ,0,ug/L,,Pre
74955,8/4/2021,2021,8,4,FMID-Egin Basin,2-Chlorobiphenyl,Ground Water,Upper Valley ,0,ug/L,,Pre
74956,8/4/2021,2021,8,4,FMID-Egin Basin,Benzo(k)fluoranthene,Ground Water,Upper Valley ,0,ug/L,,Pre
74957,8/4/2021,2021,8,4,FMID-Egin Basin,Acenaphthylene,Ground Water,Upper Valley ,0,ug/L,,Pre
74958,8/4/2021,2021,8,4,FMID-Egin Basin,Metribuzin,Ground Water,Upper Valley ,0,ug/L,,Pre
74959,8/4/2021,2021,8,4,FMID-Egin Basin,Cyanazine,Ground Water,Upper Valley ,0,ug/L,,Pre
74960,8/4/2021,2021,8,4,FMID-Egin Basin,Chrysene,Ground Water,Upper Valley ,0,ug/L,,Pre
74961,8/4/2021,2021,8,4,FMID-Egin Basin,Molinate,Ground Water,Upper Valley ,0,ug/L,,Pre
74962,8/4/2021,2021,8,4,FMID-Egin Basin,Butachlor,Ground Water,Upper Valley ,0,ug/L,,Pre
74963,8/4/2021,2021,8,4,FMID-Egin Basin,Pronamide,Ground Water,Upper Valley ,0,ug/L,,Pre
74964,8/4/2021,2021,8,4,FMID-Egin Basin,"2,2'4,4'-Tetrachlorobiphenyl",Ground Water,Upper Valley ,0,ug/L,,Pre
74965,8/4/2021,2021,8,4,FMID-Egin Basin,Bentazon,Ground Water,Upper Valley ,0,ug/L,,Pre
74966,8/4/2021,2021,8,4,FMID-Egin Basin,Etridiazole,Ground Water,Upper Valley ,0,ug/L,,Pre
74967,8/4/2021,2021,8,4,FMID-Egin Basin,Chloroneb,Ground Water,Upper Valley ,0,ug/L,,Pre
74968,8/4/2021,2021,8,4,FMID-Egin Basin,Norflurazon,Ground Water,Upper Valley ,0,ug/L,,Pre
74969,8/4/2021,2021,8,4,FMID-Egin Basin,Chloropyrifos (Dursban),Ground Water,Upper Valley ,0,ug/L,,Pre
74970,8/4/2021,2021,8,4,FMID-Egin Basin,Aldrin,Ground Water,Upper Valley ,0,ug/L,,Pre
74971,8/4/2021,2021,8,4,FMID-Egin Basin,Bromacil,Ground Water,Upper Valley ,0,ug/L,,Pre
74972,8/4/2021,2021,8,4,FMID-Egin Basin,alpha-BHC,Ground Water,Upper Valley ,0,ug/L,,Pre
74973,8/4/2021,2021,8,4,FMID-Egin Basin,beta-BHC,Ground Water,Upper Valley ,0,ug/L,,Pre
74974,8/4/2021,2021,8,4,FMID-Egin Basin,delta-BHC,Ground Water,Upper Valley ,0,ug/L,,Pre
74975,8/4/2021,2021,8,4,FMID-Egin Basin,Endosulfan II,Ground Water,Upper Valley ,0,ug/L,,Pre
